pathway,process,location,function,equipment,variable group,variable name,unit,value
all,all,all,all,all,input parameter,hydr. electrolyzer current density,A/m^2,2000
all,all,all,all,all,input parameter,hydr. electrolyzer purchase cost,$/m^2,5250
all,all,all,all,all,input parameter,hydr. electrolyzer catalyst cost fraction,-,0.45
all,all,all,all,all,input parameter,hydr. electrolyzer lifetime,yr,10
all,all,all,all,all,input parameter,hydr. separator energy,unit TBD,0
all,all,all,all,all,input parameter,terminal LOHC storage amount,days,0.25
all,all,all,all,all,input parameter,terminal compressed hydrogen storage amount,days,0.25
all,all,all,all,all,input parameter,terminal liquid hydrogen storage amount,days,1
all,all,all,all,all,input parameter,dehydr. reaction pathway,-,"thermo, literature"
all,all,all,all,all,input parameter,dehydr. reaction temperature,K,633.15
all,all,all,all,all,input parameter,dehydr. reaction pressure,bar,2.5
all,all,all,all,all,input parameter,dehydr. reaction yield,-,0.9999
all,all,all,all,all,input parameter,dehydr. reactor volume,m^3,0.0
all,all,all,all,all,input parameter,number of dehydr. reactors,-,0
all,all,all,all,all,input parameter,dehydr. catalyst amount,kg,41.85
all,all,all,all,all,input parameter,dehydr. catalyst cost,$/kg,191.35
all,all,all,all,all,input parameter,dehydr. catalyst lifetime,yr,6
all,all,all,all,all,input parameter,dehydr. plant energy,kWh/kg,0.2793013698630137
all,all,all,all,all,input parameter,dehydr. gas/liquid separator energy,unit TBD,0
all,all,all,all,all,input parameter,station LOHC storage amount,days,1
compressed hydrogen,production,terminal,purchase,hydrogen purchase,emissions,upstream emissions,kg CO2/kg H2,0.0
compressed hydrogen,production,terminal,purchase,hydrogen purchase,emissions,upstream emissions,g CO2/MJ H2 (LHV),0.0
compressed hydrogen,production,terminal,purchase,hydrogen purchase,O&M cost,purchase cost,$/yr,21900000.0
compressed hydrogen,production,terminal,purchase,hydrogen purchase,O&M cost,purchase cost,$/kg H2,6.0
compressed hydrogen,preconditioning,terminal,compression,loading compressor,energy consumption,electricity consumption,kWh/kg H2,1.2976997593938726
compressed hydrogen,preconditioning,terminal,compression,loading compressor,energy consumption,electricity consumption,MJ/MJ H2 (LHV),0.03894397410651835
compressed hydrogen,preconditioning,terminal,compression,storage compressor,energy consumption,electricity consumption,kWh/kg H2,1.0410589791520164
compressed hydrogen,preconditioning,terminal,compression,storage compressor,energy consumption,electricity consumption,MJ/MJ H2 (LHV),0.031242183435705728
compressed hydrogen,preconditioning,terminal,compression,loading compressor,emissions,energy emissions,kg CO2/kg H2,0.0
compressed hydrogen,preconditioning,terminal,compression,loading compressor,emissions,energy emissions,g CO2/MJ H2 (LHV),0.0
compressed hydrogen,preconditioning,terminal,compression,storage compressor,emissions,energy emissions,kg CO2/kg H2,0.0
compressed hydrogen,preconditioning,terminal,compression,storage compressor,emissions,energy emissions,g CO2/MJ H2 (LHV),0.0
compressed hydrogen,preconditioning,terminal,compression,loading compressor,capital cost,levelized capital cost,$/yr,1959704.3582238425
compressed hydrogen,preconditioning,terminal,compression,loading compressor,capital cost,levelized capital cost,$/kg H2,0.5369053036229705
compressed hydrogen,preconditioning,terminal,compression,storage compressor,capital cost,levelized capital cost,$/yr,1735182.314971867
compressed hydrogen,preconditioning,terminal,compression,storage compressor,capital cost,levelized capital cost,$/kg H2,0.4753924150607855
compressed hydrogen,preconditioning,terminal,storage,compressed gas storage,capital cost,levelized capital cost,$/yr,1774442.0618722094
compressed hydrogen,preconditioning,terminal,storage,compressed gas storage,capital cost,levelized capital cost,$/kg H2,0.4861485101019752
compressed hydrogen,preconditioning,terminal,compression,loading compressor,O&M cost,"operation, maintenance, repair costs",$/yr,361354.37120106013
compressed hydrogen,preconditioning,terminal,compression,loading compressor,O&M cost,"operation, maintenance, repair costs",$/kg H2,0.09900119758933154
compressed hydrogen,preconditioning,terminal,compression,storage compressor,O&M cost,"operation, maintenance, repair costs",$/yr,319954.237849503
compressed hydrogen,preconditioning,terminal,compression,storage compressor,O&M cost,"operation, maintenance, repair costs",$/kg H2,0.0876586953012337
compressed hydrogen,preconditioning,terminal,storage,compressed gas storage,O&M cost,"operation, maintenance, repair costs",$/yr,93759.16234796405
compressed hydrogen,preconditioning,terminal,storage,compressed gas storage,O&M cost,"operation, maintenance, repair costs",$/kg H2,0.025687441739168235
compressed hydrogen,preconditioning,terminal,compression,loading compressor,O&M cost,other O&M costs,$/yr,265595.4628327792
compressed hydrogen,preconditioning,terminal,compression,loading compressor,O&M cost,other O&M costs,$/kg H2,0.07276588022815868
compressed hydrogen,preconditioning,terminal,compression,storage compressor,O&M cost,other O&M costs,$/yr,235166.3648193847
compressed hydrogen,preconditioning,terminal,compression,storage compressor,O&M cost,other O&M costs,$/kg H2,0.06442914104640676
compressed hydrogen,preconditioning,terminal,storage,compressed gas storage,O&M cost,other O&M costs,$/yr,275651.93730301433
compressed hydrogen,preconditioning,terminal,storage,compressed gas storage,O&M cost,other O&M costs,$/kg H2,0.07552107871315461
compressed hydrogen,preconditioning,terminal,compression,loading compressor,O&M cost,labor cost,$/yr,196986.1354697899
compressed hydrogen,preconditioning,terminal,compression,loading compressor,O&M cost,labor cost,$/kg H2,0.053968804238298605
compressed hydrogen,preconditioning,terminal,compression,storage compressor,O&M cost,labor cost,$/yr,174417.56310203084
compressed hydrogen,preconditioning,terminal,compression,storage compressor,O&M cost,labor cost,$/kg H2,0.047785633726583794
compressed hydrogen,preconditioning,terminal,storage,compressed gas storage,O&M cost,labor cost,$/yr,204444.79466981345
compressed hydrogen,preconditioning,terminal,storage,compressed gas storage,O&M cost,labor cost,$/kg H2,0.05601227251227766
compressed hydrogen,preconditioning,terminal,compression,loading compressor,energy cost,electricity cost,$/yr,809485.6444135068
compressed hydrogen,preconditioning,terminal,compression,loading compressor,energy cost,electricity cost,$/kg H2,0.22177688888041283
compressed hydrogen,preconditioning,terminal,compression,storage compressor,energy cost,electricity cost,$/yr,649396.9753103405
compressed hydrogen,preconditioning,terminal,compression,storage compressor,energy cost,electricity cost,$/kg H2,0.1779169795370796
compressed hydrogen,transport,truck,trucking,truck,energy consumption,diesel consumption,gallon/kg H2,0.03198976327575176
compressed hydrogen,transport,truck,trucking,truck,energy consumption,diesel consumption,MJ/MJ H2 (LHV),0.03613381897186032
compressed hydrogen,transport,truck,trucking,truck,emissions,energy emissions,kg CO2/kg H2,0.3256557901471529
compressed hydrogen,transport,truck,trucking,truck,emissions,energy emissions,g CO2/MJ H2 (LHV),2.7147031522770333
compressed hydrogen,transport,truck,trucking,truck,capital cost,levelized capital cost,$/yr,1220901.9345685025
compressed hydrogen,transport,truck,trucking,truck,capital cost,levelized capital cost,$/kg H2,0.3344936807036993
compressed hydrogen,transport,truck,trucking,truck,O&M cost,"operation, maintenance, repair costs",$/yr,304989.0920635505
compressed hydrogen,transport,truck,trucking,truck,O&M cost,"operation, maintenance, repair costs",$/kg H2,0.08355865535987685
compressed hydrogen,transport,truck,trucking,truck,O&M cost,labor cost,$/yr,973099.005457639
compressed hydrogen,transport,truck,trucking,truck,O&M cost,labor cost,$/kg H2,0.2666024672486682
compressed hydrogen,transport,truck,trucking,truck,energy cost,fuel cost,$/yr,703845.1695457454
compressed hydrogen,transport,truck,trucking,truck,energy cost,fuel cost,$/kg H2,0.1928342930262316
compressed hydrogen,reconditioning,refueling station,compression,compressor,energy consumption,electricity consumption,kWh/kg H2,1.0137715186026215
compressed hydrogen,reconditioning,refueling station,compression,compressor,energy consumption,electricity consumption,MJ/MJ H2 (LHV),0.03042328665362986
compressed hydrogen,reconditioning,refueling station,cooling,refrigerator,energy consumption,electricity consumption,kWh/kg H2,0.3502036105017135
compressed hydrogen,reconditioning,refueling station,cooling,refrigerator,energy consumption,electricity consumption,MJ/MJ H2 (LHV),0.010509611518891035
compressed hydrogen,reconditioning,refueling station,compression,compressor,emissions,energy emissions,kg CO2/kg H2,0.0
compressed hydrogen,reconditioning,refueling station,compression,compressor,emissions,energy emissions,g CO2/MJ H2 (LHV),0.0
compressed hydrogen,reconditioning,refueling station,cooling,refrigerator,emissions,energy emissions,kg CO2/kg H2,0.0
compressed hydrogen,reconditioning,refueling station,cooling,refrigerator,emissions,energy emissions,g CO2/MJ H2 (LHV),0.0
compressed hydrogen,reconditioning,refueling station,compression,compressor,capital cost,levelized capital cost,$/yr,4467670.7470738785
compressed hydrogen,reconditioning,refueling station,compression,compressor,capital cost,levelized capital cost,$/kg H2,1.2240193827599668
compressed hydrogen,reconditioning,refueling station,cooling,refrigerator,capital cost,levelized capital cost,$/yr,320703.80373686145
compressed hydrogen,reconditioning,refueling station,cooling,refrigerator,capital cost,levelized capital cost,$/kg H2,0.0878640558183182
compressed hydrogen,reconditioning,refueling station,storage,cascade storage,capital cost,levelized capital cost,$/yr,1202355.2353629947
compressed hydrogen,reconditioning,refueling station,storage,cascade storage,capital cost,levelized capital cost,$/kg H2,0.32941239325013555
compressed hydrogen,reconditioning,refueling station,compression,compressor,O&M cost,"operation, maintenance, repair costs",$/yr,815198.3994695706
compressed hydrogen,reconditioning,refueling station,compression,compressor,O&M cost,"operation, maintenance, repair costs",$/kg H2,0.22334202725193716
compressed hydrogen,reconditioning,refueling station,cooling,refrigerator,O&M cost,"operation, maintenance, repair costs",$/yr,36218.11499264702
compressed hydrogen,reconditioning,refueling station,cooling,refrigerator,O&M cost,"operation, maintenance, repair costs",$/kg H2,0.009922771230862196
compressed hydrogen,reconditioning,refueling station,storage,cascade storage,O&M cost,"operation, maintenance, repair costs",$/yr,84145.95452141727
compressed hydrogen,reconditioning,refueling station,storage,cascade storage,O&M cost,"operation, maintenance, repair costs",$/kg H2,0.023053686170251306
compressed hydrogen,reconditioning,refueling station,compression,compressor,O&M cost,other O&M costs,$/yr,526414.3664574752
compressed hydrogen,reconditioning,refueling station,compression,compressor,O&M cost,other O&M costs,$/kg H2,0.14422311409793842
compressed hydrogen,reconditioning,refueling station,cooling,refrigerator,O&M cost,other O&M costs,$/yr,46775.695513003615
compressed hydrogen,reconditioning,refueling station,cooling,refrigerator,O&M cost,other O&M costs,$/kg H2,0.012815259044658526
compressed hydrogen,reconditioning,refueling station,storage,cascade storage,O&M cost,other O&M costs,$/yr,217349.0005288208
compressed hydrogen,reconditioning,refueling station,storage,cascade storage,O&M cost,other O&M costs,$/kg H2,0.05954767137775912
compressed hydrogen,reconditioning,refueling station,compression,compressor,O&M cost,labor cost,$/yr,379622.26038124366
compressed hydrogen,reconditioning,refueling station,compression,compressor,O&M cost,labor cost,$/kg H2,0.10400609873458731
compressed hydrogen,reconditioning,refueling station,cooling,refrigerator,O&M cost,labor cost,$/yr,33732.16308864869
compressed hydrogen,reconditioning,refueling station,cooling,refrigerator,O&M cost,labor cost,$/kg H2,0.009241688517437997
compressed hydrogen,reconditioning,refueling station,storage,cascade storage,O&M cost,labor cost,$/yr,156740.62892244494
compressed hydrogen,reconditioning,refueling station,storage,cascade storage,O&M cost,labor cost,$/kg H2,0.04294263806094382
compressed hydrogen,reconditioning,refueling station,compression,compressor,energy cost,electricity cost,$/yr,632375.4667315362
compressed hydrogen,reconditioning,refueling station,compression,compressor,energy cost,electricity cost,$/kg H2,0.173253552529188
compressed hydrogen,reconditioning,refueling station,cooling,refrigerator,energy cost,electricity cost,$/yr,218451.75917681135
compressed hydrogen,reconditioning,refueling station,cooling,refrigerator,energy cost,electricity cost,$/kg H2,0.05984979703474284
liquid hydrogen,production,terminal,purchase,hydrogen purchase,emissions,upstream emissions,kg CO2/kg H2,0.0
liquid hydrogen,production,terminal,purchase,hydrogen purchase,emissions,upstream emissions,g CO2/MJ H2 (LHV),0.0
liquid hydrogen,production,terminal,purchase,hydrogen purchase,O&M cost,purchase cost,$/yr,21900000.0
liquid hydrogen,production,terminal,purchase,hydrogen purchase,O&M cost,purchase cost,$/kg H2,6.0
liquid hydrogen,preconditioning,liquefier,liquefaction,liquefier,energy consumption,electricity consumption,kWh/kg H2,10.629700437080334
liquid hydrogen,preconditioning,liquefier,liquefaction,liquefier,energy consumption,electricity consumption,MJ/MJ H2 (LHV),0.3189973455609304
liquid hydrogen,preconditioning,terminal,pumping,loading pump,energy consumption,electricity consumption,kWh/kg H2,0.0005296792911471811
liquid hydrogen,preconditioning,terminal,pumping,loading pump,energy consumption,electricity consumption,MJ/MJ H2 (LHV),1.5895677293513272e-05
liquid hydrogen,preconditioning,liquefier,liquefaction,liquefier,emissions,energy emissions,kg CO2/kg H2,0.0
liquid hydrogen,preconditioning,liquefier,liquefaction,liquefier,emissions,energy emissions,g CO2/MJ H2 (LHV),0.0
liquid hydrogen,preconditioning,terminal,pumping,loading pump,emissions,energy emissions,kg CO2/kg H2,0.0
liquid hydrogen,preconditioning,terminal,pumping,loading pump,emissions,energy emissions,g CO2/MJ H2 (LHV),0.0
liquid hydrogen,preconditioning,liquefier,liquefaction,liquefier,capital cost,levelized capital cost,$/yr,7304513.069458776
liquid hydrogen,preconditioning,liquefier,liquefaction,liquefier,capital cost,levelized capital cost,$/kg H2,2.001236457385966
liquid hydrogen,preconditioning,terminal,pumping,loading pump,capital cost,levelized capital cost,$/yr,38407.709964392765
liquid hydrogen,preconditioning,terminal,pumping,loading pump,capital cost,levelized capital cost,$/kg H2,0.010522660264217196
liquid hydrogen,preconditioning,terminal,storage,cryogenic storage,capital cost,levelized capital cost,$/yr,549258.0023399345
liquid hydrogen,preconditioning,terminal,storage,cryogenic storage,capital cost,levelized capital cost,$/kg H2,0.15048164447669438
liquid hydrogen,preconditioning,liquefier,liquefaction,liquefier,O&M cost,"operation, maintenance, repair costs",$/yr,500472.6056824669
liquid hydrogen,preconditioning,liquefier,liquefaction,liquefier,O&M cost,"operation, maintenance, repair costs",$/kg H2,0.13711578237875804
liquid hydrogen,preconditioning,liquefier,liquefaction,liquefier,O&M cost,other O&M costs,$/yr,1177111.5685651621
liquid hydrogen,preconditioning,liquefier,liquefaction,liquefier,O&M cost,other O&M costs,$/kg H2,0.3224963201548389
liquid hydrogen,preconditioning,liquefier,liquefaction,liquefier,O&M cost,labor cost,$/yr,575848.4932416342
liquid hydrogen,preconditioning,liquefier,liquefaction,liquefier,O&M cost,labor cost,$/kg H2,0.15776671047716007
liquid hydrogen,preconditioning,terminal,pumping,loading pump,O&M cost,"operation, maintenance, repair costs",$/yr,1770.5213831379567
liquid hydrogen,preconditioning,terminal,pumping,loading pump,O&M cost,"operation, maintenance, repair costs",$/kg H2,0.00048507435154464566
liquid hydrogen,preconditioning,terminal,storage,cryogenic storage,O&M cost,"operation, maintenance, repair costs",$/yr,29022.063508781433
liquid hydrogen,preconditioning,terminal,storage,cryogenic storage,O&M cost,"operation, maintenance, repair costs",$/kg H2,0.007951250276378476
liquid hydrogen,preconditioning,terminal,pumping,loading pump,O&M cost,other O&M costs,$/yr,5205.332866425593
liquid hydrogen,preconditioning,terminal,pumping,loading pump,O&M cost,other O&M costs,$/kg H2,0.0014261185935412586
liquid hydrogen,preconditioning,terminal,storage,cryogenic storage,O&M cost,other O&M costs,$/yr,85324.86671581742
liquid hydrogen,preconditioning,terminal,storage,cryogenic storage,O&M cost,other O&M costs,$/kg H2,0.023376675812552716
liquid hydrogen,preconditioning,terminal,pumping,loading pump,O&M cost,labor cost,$/yr,33110.311274960164
liquid hydrogen,preconditioning,terminal,pumping,loading pump,O&M cost,labor cost,$/kg H2,0.009071318157523333
liquid hydrogen,preconditioning,terminal,storage,cryogenic storage,O&M cost,labor cost,$/yr,542738.181966674
liquid hydrogen,preconditioning,terminal,storage,cryogenic storage,O&M cost,labor cost,$/kg H2,0.14869539231963672
liquid hydrogen,preconditioning,liquefier,liquefaction,liquefier,energy cost,electricity cost,$/yr,6630647.687144157
liquid hydrogen,preconditioning,liquefier,liquefaction,liquefier,energy cost,electricity cost,$/kg H2,1.816615804697029
liquid hydrogen,preconditioning,terminal,pumping,loading pump,energy cost,electricity cost,$/yr,330.40599662824434
liquid hydrogen,preconditioning,terminal,pumping,loading pump,energy cost,electricity cost,$/kg H2,9.052219085705325e-05
liquid hydrogen,transport,truck,trucking,truck,energy consumption,diesel consumption,gallon/kg H2,0.009233610341643583
liquid hydrogen,transport,truck,trucking,truck,energy consumption,diesel consumption,MJ/MJ H2 (LHV),0.010429761597971871
liquid hydrogen,transport,truck,trucking,truck,emissions,energy emissions,kg CO2/kg H2,0.09399815327793168
liquid hydrogen,transport,truck,trucking,truck,emissions,energy emissions,g CO2/MJ H2 (LHV),0.7835791370284402
liquid hydrogen,transport,truck,trucking,truck,capital cost,levelized capital cost,$/yr,434385.21893585013
liquid hydrogen,transport,truck,trucking,truck,capital cost,levelized capital cost,$/kg H2,0.11900964902352058
liquid hydrogen,transport,truck,trucking,truck,O&M cost,"operation, maintenance, repair costs",$/yr,88032.86258454838
liquid hydrogen,transport,truck,trucking,truck,O&M cost,"operation, maintenance, repair costs",$/kg H2,0.024118592488917363
liquid hydrogen,transport,truck,trucking,truck,O&M cost,labor cost,$/yr,403761.95922433824
liquid hydrogen,transport,truck,trucking,truck,O&M cost,labor cost,$/kg H2,0.11061971485598308
liquid hydrogen,transport,truck,trucking,truck,energy cost,fuel cost,$/yr,203159.74145891043
liquid hydrogen,transport,truck,trucking,truck,energy cost,fuel cost,$/kg H2,0.055660203139427517
liquid hydrogen,reconditioning,refueling station,pumping,cryogenic pump,energy consumption,electricity consumption,kWh/kg H2,0.49134608850205164
liquid hydrogen,reconditioning,refueling station,pumping,cryogenic pump,energy consumption,electricity consumption,MJ/MJ H2 (LHV),0.014745297754312988
liquid hydrogen,reconditioning,refueling station,pumping,cryogenic pump,emissions,energy emissions,kg CO2/kg H2,0.0
liquid hydrogen,reconditioning,refueling station,pumping,cryogenic pump,emissions,energy emissions,g CO2/MJ H2 (LHV),0.0
liquid hydrogen,reconditioning,refueling station,storage,cryogenic storage,capital cost,levelized capital cost,$/yr,833373.6533511113
liquid hydrogen,reconditioning,refueling station,storage,cryogenic storage,capital cost,levelized capital cost,$/kg H2,0.22832154886331818
liquid hydrogen,reconditioning,refueling station,pumping,cryogenic pump,capital cost,levelized capital cost,$/yr,2955394.4404809303
liquid hydrogen,reconditioning,refueling station,pumping,cryogenic pump,capital cost,levelized capital cost,$/kg H2,0.8096971069810768
liquid hydrogen,reconditioning,refueling station,vaporization,vaporizer,capital cost,levelized capital cost,$/yr,118008.93976710876
liquid hydrogen,reconditioning,refueling station,vaporization,vaporizer,capital cost,levelized capital cost,$/kg H2,0.032331216374550345
liquid hydrogen,reconditioning,refueling station,storage,cascade storage,capital cost,levelized capital cost,$/yr,721413.1412177967
liquid hydrogen,reconditioning,refueling station,storage,cascade storage,capital cost,levelized capital cost,$/kg H2,0.1976474359500813
liquid hydrogen,reconditioning,refueling station,storage,cryogenic storage,O&M cost,"operation, maintenance, repair costs",$/yr,58323.04752518419
liquid hydrogen,reconditioning,refueling station,storage,cryogenic storage,O&M cost,"operation, maintenance, repair costs",$/kg H2,0.01597891713018745
liquid hydrogen,reconditioning,refueling station,pumping,cryogenic pump,O&M cost,"operation, maintenance, repair costs",$/yr,539259.2592592593
liquid hydrogen,reconditioning,refueling station,pumping,cryogenic pump,O&M cost,"operation, maintenance, repair costs",$/kg H2,0.14774226281075598
liquid hydrogen,reconditioning,refueling station,vaporization,vaporizer,O&M cost,"operation, maintenance, repair costs",$/yr,8258.769610435398
liquid hydrogen,reconditioning,refueling station,vaporization,vaporizer,O&M cost,"operation, maintenance, repair costs",$/kg H2,0.002262676605598739
liquid hydrogen,reconditioning,refueling station,storage,cascade storage,O&M cost,"operation, maintenance, repair costs",$/yr,50487.57271285035
liquid hydrogen,reconditioning,refueling station,storage,cascade storage,O&M cost,"operation, maintenance, repair costs",$/kg H2,0.01383221170215078
liquid hydrogen,reconditioning,refueling station,storage,cryogenic storage,O&M cost,other O&M costs,$/yr,150648.43175755077
liquid hydrogen,reconditioning,refueling station,storage,cryogenic storage,O&M cost,other O&M costs,$/kg H2,0.041273542947274186
liquid hydrogen,reconditioning,refueling station,pumping,cryogenic pump,O&M cost,other O&M costs,$/yr,348226.6666666667
liquid hydrogen,reconditioning,refueling station,pumping,cryogenic pump,O&M cost,other O&M costs,$/kg H2,0.09540456621004567
liquid hydrogen,reconditioning,refueling station,vaporization,vaporizer,O&M cost,other O&M costs,$/yr,21332.401903754635
liquid hydrogen,reconditioning,refueling station,vaporization,vaporizer,O&M cost,other O&M costs,$/kg H2,0.005844493672261544
liquid hydrogen,reconditioning,refueling station,storage,cascade storage,O&M cost,other O&M costs,$/yr,130409.40031729246
liquid hydrogen,reconditioning,refueling station,storage,cascade storage,O&M cost,other O&M costs,$/kg H2,0.03572860282665547
liquid hydrogen,reconditioning,refueling station,storage,cryogenic storage,O&M cost,labor cost,$/yr,132003.83437698433
liquid hydrogen,reconditioning,refueling station,storage,cryogenic storage,O&M cost,labor cost,$/kg H2,0.03616543407588612
liquid hydrogen,reconditioning,refueling station,pumping,cryogenic pump,O&M cost,labor cost,$/yr,305129.3312252621
liquid hydrogen,reconditioning,refueling station,pumping,cryogenic pump,O&M cost,labor cost,$/kg H2,0.08359707704801701
liquid hydrogen,reconditioning,refueling station,vaporization,vaporizer,O&M cost,labor cost,$/yr,18692.25464157778
liquid hydrogen,reconditioning,refueling station,vaporization,vaporizer,O&M cost,labor cost,$/kg H2,0.00512116565522679
liquid hydrogen,reconditioning,refueling station,storage,cascade storage,O&M cost,labor cost,$/yr,114269.6321485132
liquid hydrogen,reconditioning,refueling station,storage,cascade storage,O&M cost,labor cost,$/kg H2,0.03130674853383923
liquid hydrogen,reconditioning,refueling station,pumping,cryogenic pump,energy cost,electricity cost,$/yr,306494.3198162523
liquid hydrogen,reconditioning,refueling station,pumping,cryogenic pump,energy cost,electricity cost,$/kg H2,0.08397104652500062
LOHC - MCH (ideal),production,terminal,compression,reactor compressor,energy consumption,electricity consumption,kWh/kg H2,0.0
LOHC - MCH (ideal),production,terminal,compression,reactor compressor,energy consumption,electricity consumption,MJ/MJ H2 (LHV),0.0
LOHC - MCH (ideal),production,terminal,reaction,electrolyzer,energy consumption,electricity consumption,kWh/kg H2,28.718645674091213
LOHC - MCH (ideal),production,terminal,reaction,electrolyzer,energy consumption,electricity consumption,MJ/MJ H2 (LHV),0.8618466524402166
LOHC - MCH (ideal),production,terminal,purchase,LOHC purchase,emissions,upstream emissions,kg CO2/kg H2,0.0
LOHC - MCH (ideal),production,terminal,purchase,LOHC purchase,emissions,upstream emissions,g CO2/MJ H2 (LHV),0.0
LOHC - MCH (ideal),production,terminal,purchase,hydrogen purchase,emissions,upstream emissions,kg CO2/kg H2,0.0
LOHC - MCH (ideal),production,terminal,purchase,hydrogen purchase,emissions,upstream emissions,g CO2/MJ H2 (LHV),0.0
LOHC - MCH (ideal),production,terminal,compression,reactor compressor,emissions,energy emissions,kg CO2/kg H2,0.0
LOHC - MCH (ideal),production,terminal,compression,reactor compressor,emissions,energy emissions,g CO2/MJ H2 (LHV),0.0
LOHC - MCH (ideal),production,terminal,reaction,electrolyzer,emissions,energy emissions,kg CO2/kg H2,0.0
LOHC - MCH (ideal),production,terminal,reaction,electrolyzer,emissions,energy emissions,g CO2/MJ H2 (LHV),0.0
LOHC - MCH (ideal),production,truck,CO2 recycling,truck,emissions,energy emissions,kg CO2/kg H2,0.0
LOHC - MCH (ideal),production,truck,CO2 recycling,truck,emissions,energy emissions,g CO2/MJ H2 (LHV),0.0
LOHC - MCH (ideal),production,terminal,compression,reactor compressor,capital cost,levelized capital cost,$/yr,0.0
LOHC - MCH (ideal),production,terminal,compression,reactor compressor,capital cost,levelized capital cost,$/kg H2,0.0
LOHC - MCH (ideal),production,terminal,pumping,reactor pump,capital cost,levelized capital cost,$/yr,0.0
LOHC - MCH (ideal),production,terminal,pumping,reactor pump,capital cost,levelized capital cost,$/kg H2,0.0
LOHC - MCH (ideal),production,terminal,vaporization,reactor vaporizer,capital cost,levelized capital cost,$/yr,0.0
LOHC - MCH (ideal),production,terminal,vaporization,reactor vaporizer,capital cost,levelized capital cost,$/kg H2,0.0
LOHC - MCH (ideal),production,terminal,reaction,reactor,capital cost,levelized capital cost,$/yr,0.0
LOHC - MCH (ideal),production,terminal,reaction,reactor,capital cost,levelized capital cost,$/kg H2,0.0
LOHC - MCH (ideal),production,terminal,reaction,catalyst,capital cost,levelized capital cost,$/yr,0.0
LOHC - MCH (ideal),production,terminal,reaction,catalyst,capital cost,levelized capital cost,$/kg H2,0.0
LOHC - MCH (ideal),production,terminal,reaction,electrolyzer catalyst-coated membrane,capital cost,levelized capital cost,$/yr,5702414.276105892
LOHC - MCH (ideal),production,terminal,reaction,electrolyzer catalyst-coated membrane,capital cost,levelized capital cost,$/kg H2,1.5623052811249019
LOHC - MCH (ideal),production,terminal,reaction,electrolyzer non-catalyst components,capital cost,levelized capital cost,$/yr,6969617.448573869
LOHC - MCH (ideal),production,terminal,reaction,electrolyzer non-catalyst components,capital cost,levelized capital cost,$/kg H2,1.9094842324859915
LOHC - MCH (ideal),production,terminal,separation,distillation,capital cost,levelized capital cost,$/yr,1132626.7195532983
LOHC - MCH (ideal),production,terminal,separation,distillation,capital cost,levelized capital cost,$/kg H2,0.3103086902885749
LOHC - MCH (ideal),production,truck,CO2 recycling,truck,capital cost,all-in CO2 transport cost,$/yr,0
LOHC - MCH (ideal),production,truck,CO2 recycling,truck,capital cost,all-in CO2 transport cost,$/kg H2,0.0
LOHC - MCH (ideal),production,terminal,purchase,LOHC purchase,O&M cost,purchase cost,$/yr,0.0
LOHC - MCH (ideal),production,terminal,purchase,LOHC purchase,O&M cost,purchase cost,$/kg H2,0.0
